"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 21 11:54:48 IST 2021","Fri May 21 11:54:50 IST 2021","2232","API Tests","All","tests.jsonMock.TestProfiles","tests.jsonMock.TestProfiles","verifyAddNewProfile","verifyAddNewProfile",""
